device_id,chipset,cpu,gpu,screen_size_inch,refresh_rate_hz,display_type,resolution_width,resolution_height,main_camera_mp,main_camera_aperture,has_ois,optical_zoom_x,battery_mah,charging_w,weight_g,thickness_mm,has_5g
nubia_zte_blade_a55,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
viettel_viettel_t2,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
samsung_galaxy_z_flip7_fe_5g_13844,Exynos 2400 (4 nm),10-core (1x3.2GHz Cortex-X4 & 2x2.9GHz Cortex-A720 & 3x2.6GHz Cortex-A720 & 4x1.95GHz Cortex-A520),Xclipse 940,6.7,120,"Foldable Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)",1080,2640,50,1.8,1,3.0,4000,25,187.0,6.9,1
samsung_galaxy_s25_edge_13506,Qualcomm SM8750-AC Snapdragon 8 Elite (3 nm),Octa-core (2x4.47 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830 (1200 MHz),6.7,120,"LTPO AMOLED 2X, 120Hz, HDR10+",1440,3120,200,1.7,1,3.0,3900,25,163.0,5.8,1
oppo_reno16_5g_14747,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,6.32,120,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR10+, 600 nits (typ), 1800 nits (HBM), 3600 nits (peak)",1216,2640,50,1.8,1,3.5,6700,80,188.0,8.2,1
oppo_a6x_5g__global__14414,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.75,120,"IPS LCD, 120Hz, 1125 nits (peak)",720,1570,50,1.8,0,0.0,6500,5,212.0,8.6,1
oppo_reno16_pro_5g__china__14675,Mediatek Dimensity 9500s (3 nm),Octa-core (1x3.73 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720),Immortalis-G925 MC11,6.78,120,"LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, 600 nits (typ), 1800 nits (HBM), 3600 nits (peak)",1272,2772,200,1.8,1,3.5,7000,80,205.0,7.7,1
oppo_reno15_pro_5g__india__14406,Mediatek Dimensity 8450 (4 nm),Octa-core (1x3.25 GHz Cortex-A725 & 3x3.0 GHz Cortex-A725 & 4x2.1 GHz Cortex-A725),Mali-G720 MC7,6.78,120,"AMOLED, 1B colors, 120Hz, HDR10+, 600 nits (typ), 1800 nits (HBM)",1272,2772,200,1.8,1,3.5,6500,80,205.0,7.7,1
oppo_reno13_13515,Mediatek Dimensity 8350 (4 nm),Octa-core (1x3.35 GHz Cortex-A715 & 3x3.20 GHz Cortex-A715 & 4x2.20 GHz Cortex-A510),Mali G615-MC6,6.59,120,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR10+, 1200 nits (peak)",1256,2760,50,1.8,1,0.0,5600,80,181.0,7.2,1
oppo_find_n3_flip_12531,Mediatek Dimensity 9200 (4 nm),Octa-core (1x3.05 GHz Cortex-X3 & 3x2.85 GHz Cortex-A715 & 4x1.80 GHz Cortex-A510),Immortalis-G715 MC11,6.8,120,"Foldable LTPO AMOLED, 120Hz, HDR10+, 1200 nits (HBM), 1600 nits (peak)",1080,2520,50,1.8,1,2.0,4300,44,198.0,7.8,1
oppo_a5_pro_4g_13738,Qualcomm SM-6115 Snapdragon 6s 4G Gen1 (11 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Adreno 610,6.67,90,"IPS LCD, 90Hz, 1000 nits (HBM)",720,1604,50,1.8,1,0.0,5800,45,194.0,7.8,1
xiaomi_poco_c71_4g_13767,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.88,120,"IPS LCD, 120Hz, 450 nits (typ), 600 nits (HBM)",720,1640,32,1.8,0,0.0,5200,15,193.0,8.3,0
vivo_x300_ultra_5g_14388,Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,6.82,144,"LTPO AMOLED, 1B colors, 144Hz, 2160Hz PWM, Dolby Vision, HDR10+, HDR Vivid",1440,3168,200,1.9,1,3.7,6600,100,232.0,8.2,1
vivo_v70_fe_5g_14504,Mediatek Dimensity 7360 Turbo (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,6.83,120,"AMOLED, 1B colors, 120Hz, HDR10+, 1900 nits (HBM)",1260,2800,200,1.9,1,0.0,7000,90,200.0,7.6,1
vivo_v60_lite_14172,Qualcomm SM6225 Snapdragon 685 (6 nm) - V2530Qualcomm Snapdragon 6s 4G Gen 2 - V2549,Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53) - V2530Octa-core (4x2.9 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53) - V2549,Adreno 610,6.77,120,"AMOLED, 1B colors, 120Hz",1080,2392,50,1.8,1,0.0,6500,90,194.0,7.6,1
vivo_x300_pro_5g_14225,Mediatek Dimensity 9500 (3 nm),Octa-core (1x4.21 GHz C1-Ultra & 3x3.5 GHz C1-Premium & 4x2.7 GHz C1-Pro),Arm G1-Ultra,6.78,120,"LTPO AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR10+, HDR Vivid, Dolby Vision, 4500 nits (peak)",1260,2800,50,1.6,1,3.7,6510,90,226.0,8.0,1
vivo_y39_5g_13763,Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,6.68,120,"IPS LCD, 120Hz, 1000 nits (HBM)",720,1608,50,1.8,0,0.0,6500,44,205.0,8.3,1
vivo_v60_5g_14021,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,6.77,120,"AMOLED, 1B colors, HDR10+, 120Hz, 1500 nits (HBM), 5000 nits (peak)",1080,2392,50,1.9,1,3.0,6500,90,192.0,7.5,1
vivo_v50_lite_13745,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.77,120,"AMOLED, 120Hz, 1300 nits (HBM), 1800 nits (peak)",1080,2392,50,1.8,1,0.0,6500,90,197.0,7.8,1
vivo_y31d_14450,Qualcomm Snapdragon 6s 4G Gen 2,Octa-core (4x2.9 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno,6.75,120,"IPS LCD, 120Hz, 1250 nits (HBM)",720,1570,50,2.0,1,0.0,7200,44,219.0,8.4,1
vivo_y05_14510,Unisoc T7225 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP1,6.74,120,"IPS LCD, 120Hz, 1200 nits (HBM)",720,1600,8,2.0,0,0.0,6500,15,209.0,8.4,1
vivo_y11_5g_14564,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.74,120,"IPS LCD, 120Hz, 1200 nits (HBM)",720,1600,13,1.8,0,0.0,6500,15,209.0,8.4,1
vivo_v70_5g_14505,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,6.59,120,"AMOLED, 1B colors, HDR10+, 120Hz, 1800 nits (HBM), 5000 nits (peak)",1260,2750,50,1.9,1,3.0,6500,90,187.0,7.4,1
vivo_y21d_14508,Unisoc T7225 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MP1,6.68,90,"IPS LCD, 90Hz, 1000 nits (HBM)",720,1608,50,1.8,0,0.0,6500,44,209.0,8.4,1
realme_16t_5g_14674,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.81,144,"IPS LCD, 144Hz, 1200 nits (HBM)",720,1570,50,1.8,1,0.0,8000,45,224.0,8.8,1
realme_c100x_14628,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.8,120,"IPS LCD, 120Hz, 900 nits (HBM)",720,1570,50,1.8,0,0.0,8000,45,219.0,8.6,1
realme_c100_5g_14585,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.8,144,"IPS LCD, 144Hz, 600 nits (typ), 900 nits (HBM)",720,1570,50,1.8,1,0.0,7000,5,224.0,8.9,1
realme_16_5g_14419,Mediatek Dimensity 6400 Turbo (6 nm),Octa-core (2x2.5 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.57,120,"AMOLED, 1B colors, 120Hz, 2160Hz PWM, HDR, 1000 nits (typ), 1400 nits (HBM), 4500 nits (peak)",1080,2372,50,1.8,1,0.0,7000,60,183.0,8.1,1
realme_c85_14435,Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,6.8,144,"IPS LCD, 144Hz, 1200 nits (HBM)",720,1570,50,1.8,0,0.0,7000,45,215.0,8.4,1
realme_c85_pro_14275,Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,6.8,120,"AMOLED, 120Hz, 1200 nits (HBM), 4000 nits (peak)",1080,2344,50,1.8,0,0.0,7000,45,205.0,8.1,1
realme_c100i__india__14900,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.81,120,"IPS LCD, 120Hz, 900 nits (peak)",720,1570,8,2.0,0,0.0,6500,15,210.0,8.7,1
realme_p4_power_5g_14451,Mediatek Dimensity 7400 Ultra (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,6.8,144,"AMOLED, 1B colors, 144Hz, HDR10+, PWM, 600 nits (typ), 1800 nits (HBM), 6500 nits (peak)",1280,2800,50,1.8,1,0.0,10001,80,219.0,9.1,1
realme_15_pro_5g_14017,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,6.8,144,"OLED, 1B colors, 144Hz, 4608Hz PWM, HDR10+, 1800 nits (HBM), 6500 nits (peak)",1280,2800,50,1.8,1,0.0,7000,80,187.0,7.7,1
realme_15t_5g_14105,Mediatek Dimensity 6400 Max (6 nm),Octa-core (2x2.5 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.57,120,"AMOLED, 1B colors, 120Hz, 2160Hz PWM, 1000 nits (typ), 1400 nits (HBM), 4000 nits (peak)",1080,2372,50,1.8,1,0.0,7000,60,181.0,7.8,1
realme_note_80_14537,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.74,90,"LCD, 90Hz, 450 nits",720,1600,8,2.0,0,0.0,6300,15,197.0,7.9,1
realme_16_pro__5g_14363,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,6.8,144,"AMOLED, 1B colors, 144Hz, HDR10+, 4608Hz PWM, 600 nits (typ), 1800 nits (HBM), 6500 nits (peak)",1280,2800,200,1.9,1,3.5,7000,80,198.0,8.1,1
realme_15_5g__global__14318,Mediatek Dimensity 7300+ (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,6.77,144,"AMOLED, 1B colors, 144Hz, 3840Hz PWM, HDR, 1600 nits (HBM), 4500 nits (peak)",1080,2392,50,1.8,1,0.0,7000,80,185.0,7.7,1
realme_14_13729,Qualcomm Snapdragon 6 Gen 4 (4 nm),Octa-core (1x2.3 GHz Cortex-A720s & 3x2.2 GHz Cortex-A720s & 4x1.8 GHz Cortex-A520s),Adreno 810,6.67,120,"AMOLED, 120Hz, 2000 nits (peak)",1080,2400,50,1.8,1,0.0,6000,45,196.0,8.0,1
honor_600_lite_5g_14522,Mediatek Dimensity 7100 Elite (6 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G610 MC2,6.6,120,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, 800 nits (typ), 2000 nits (HBM), 6500 nits (peak)",1200,2600,108,1.8,1,0.0,6520,45,180.0,7.3,1
honor_600_pro_5g__china__14680,Mediatek Dimensity 8550 Elite (4 nm),Octa-core (1x3.4 GHz Cortex-A725 & 3x3.2 GHz Cortex-A725 & 4x2.2 GHz Cortex-A725),Mali-G720 MC8,6.57,120,"AMOLED, 1B colors, 120Hz, 3840Hz PWM, HDR Vivid, 800 nits (typ), 1800 nits (HBM), 8000 nits (peak)",1264,2728,200,1.9,1,3.5,8000,80,202.0,7.9,1
honor_x5c_14251,Mediatek Helio G81 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 MC2,6.74,90,"TFT LCD, 90Hz",720,1600,50,1.8,0,0.0,5260,15,186.0,7.9,0
tecno_spark_50_pro_14728,Mediatek Helio G100 Ultimate (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G52 MC2,6.78,120,"IPS LCD, 120Hz",720,1600,50,1.8,0,0.0,6000,60,190.0,7.8,1
nubia_nubia_a56,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
nubia_nubia_a36,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
masstel_masstel_izi_t6_t127,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_fami_50,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_10_type_c,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_10s,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_t6,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_fami_60s,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_10,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
mobell_mobell_m239,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
mobell_mobell_rock_7,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
mobell_mobell_m331,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
motorola_razr_fold_5g_14402,Qualcomm SM8845 Snapdragon 8 Gen 5 (3 nm),Octa-core (2x3.8 GHz Oryon V3 Phoenix L + 6x3.32 GHz Oryon V3 Phoenix M),Adreno 829,8.1,120,"Foldable LTPO P-OLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 6200 nits (peak)",2232,2484,50,1.6,1,3.0,6000,80,243.0,4.7,1
motorola_edge_70_fusion__5g_14540,Qualcomm SM7635-AC Snapdragon 7s Gen 4 (4 nm),Octa-core (1x2.7 GHz Cortex-A720 & 3x2.4 GHz Cortex-A720 & 4x1.8 GHz Cortex-A520),Adreno 810,6.8,144,"AMOLED, 1B colors, 144Hz, HDR10+, 5200 nits (peak)",1272,2772,50,1.8,1,3.0,5200,68,177.0,7.2,1
motorola_motorola_g57_power,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
motorola_edge_70_5g_14216,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm),Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520),Adreno 722,6.7,120,"P-OLED, 1B colors, 120Hz, PWM, HDR10+, 4500 nits (peak)",1220,2712,50,1.8,1,0.0,4800,68,159.0,6.0,1
motorola_motorola_g06_power,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
motorola_motorola_g35,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
motorola_motorola_g86_power,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
motorola_edge_60_fusion_13752,"Mediatek Dimensity 7300 (4 nm) - GlobalMediatek Dimensity 7400 (4 nm) - India, Indonesia","Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) - India, Indonesia",Mali-G615 MC2,6.67,120,"P-OLED, 1B colors, 120Hz, HDR10+, 1500 nits (HBM), 4500 nits (peak)",1220,2712,50,1.9,1,0.0,5200,68,177.5,8.0,1
motorola_razr_60_13749,Mediatek Dimensity 7400X (4 nm),Octa-core (4x2.6 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,6.9,120,"Foldable LTPO AMOLED, 1B colors, 120Hz, HDR10+, 3000 nits (peak)",1080,2640,50,1.7,1,3.0,4500,30,188.0,7.3,1
motorola_moto_g37_14646,Mediatek Dimensity 6300 (6 nm) - globalMediatek Dimensity 6400 (6 nm) - India,Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.67,120,"IPS LCD, 120Hz, HDR10, 1050 nits (peak)",720,1604,50,1.8,0,0.0,5200,20,191.0,7.8,1
motorola_signature_5g_14397,Qualcomm SM8845 Snapdragon 8 Gen 5 (3 nm),Octa-core (2x3.8 GHz Oryon V3 Phoenix L + 6x3.32 GHz Oryon V3 Phoenix M),Adreno 829,6.8,165,"LTPO AMOLED, 1B colors, 165Hz, Dolby Vision, HDR10+, 6200 nits (peak)",1264,2780,50,1.6,1,3.0,5200,90,186.0,7.0,1
viettel_xphone_hera_s9,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
apple_8_iphone_16e,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_18_iphone_16e_sim_viettel,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
samsung_galaxy_z_flip7_13712,Exynos 2500 (3 nm),10-core (1x3.3GHz Cortex-X925 & 2x2.74GHz Cortex-A725 & 5x2.36GHz Cortex-A725 & 2x1.8GHz Cortex-A520),Xclipse 950,6.9,120,"Foldable Dynamic LTPO AMOLED 2X, 120Hz, HDR10+, 2600 nits (peak)",1080,2520,50,1.8,1,3.0,4300,25,188.0,6.5,1
samsung_galaxy_a36_13497,Qualcomm SM6475-AB Snapdragon 6 Gen 3 (4 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,6.7,120,"Super AMOLED, 120Hz, 1200 nits (HBM), 1900 nits (peak)",1080,2340,50,1.8,1,0.0,5000,45,195.0,7.4,1
samsung_galaxy_a26_13679,Exynos 1380 (5 nm) - GlobalExynos 1280 (5 nm) - LATAM,Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55) - LATAM,Mali-G68 MP5 - GlobalMali-G68 - LATAM,6.7,120,"Super AMOLED, 120Hz",1080,2340,50,1.8,1,0.0,5000,25,200.0,7.7,1
samsung_galaxy_a06_5g_13662,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.7,90,"PLS LCD, 90Hz",720,1600,50,1.8,0,0.0,5000,25,191.0,8.0,1
samsung_galaxy_s24_fe_13262,Exynos 2400e (4 nm),10-core (1x3.1 GHz + 2x2.9 GHz + 3x2.6 GHz + 4x1.95 GHz),Xclipse 940,6.7,120,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1900 nits (peak)",1080,2340,50,1.8,1,3.0,4700,25,213.0,8.0,1
xiaomi_poco_x7_13604,Mediatek Dimensity 7300 Ultra (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,6.67,120,"AMOLED, 68B colors, 120Hz, 1920Hz PWM, HDR10+, Dolby Vision, 1200 nits (HBM), 3000 nits (peak)",1220,2712,50,1.5,1,0.0,5110,45,185.5,8.4,1
xiaomi_15t_pro_5g_14178,Mediatek Dimensity 9400+ (3 nm),Octa-core (1x3.63 GHz Cortex-X925 & 3x3.3 GHz Cortex-X4 & 4x2.4 GHz Cortex-A720),Immortalis-G925,6.83,144,"AMOLED, 68B colors, 144Hz, 3840Hz PWM, Dolby Vision, HDR10+, 3200 nits (peak)",1280,2772,50,1.6,1,5.0,5500,90,210.0,8.0,1
xiaomi_poco_c81_pro_14635,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.9,120,"IPS LCD, 120Hz, 650 nits (typ), 800 nits (peak)",720,1600,13,2.2,0,0.0,6000,15,208.0,8.2,1
xiaomi_15t_5g_14177,Mediatek Dimensity 8400 Ultra (4 nm),Octa-core (1x3.25 GHz Cortex-A725 & 3x3.0 GHz Cortex-A725 & 4x2.1 GHz Cortex-A725),Mali-G720 MC7,6.83,120,"AMOLED, 68B colors, 120Hz, 3840Hz PWM, Dolby Vision, HDR10+, 3200 nits (peak)",1280,2772,50,1.7,1,2.0,5500,67,194.0,7.5,1
xiaomi_redmi_13x_4g_13764,Mediatek Helio G91 Ultra (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,6.79,90,"IPS LCD, 90Hz, 550 nits (HBM)",1080,2460,108,1.8,0,0.0,5030,33,205.0,8.3,1
oppo_reno13_f_13607,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,6.67,120,"AMOLED, 120Hz, 600 nits (typ), 1200 nits (HMB), 2100 nits (peak)",1080,2400,50,1.8,1,0.0,5800,45,192.0,7.8,1
masstel_masstel_fami_25_128mb,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
tcl_60r_5g_13772,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.7,120,"IPS LCD, 120Hz, 480 nits (typ)",720,1600,50,1.8,0,0.0,5200,10,190.0,8.2,1
benco_benco_s1_pro,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
benco_benco_v90_plus,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
benco_benco_v91_plus,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
nubia_17_nubia_neo_5,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,33,188.0,7.9,1
nubia_9_nubia_a76,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
viettel_viettel_sumo_t2,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
xiaomi_14_12626,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),Adreno 750,6.36,120,"LTPO OLED, 68B colors, 120Hz, Dolby Vision, HDR10+, 1000 nits (typ), 3000 nits (peak)",1200,2670,50,1.6,1,3.2,4610,90,188.0,8.2,1
xiaomi_mi_note_10_lite_10183,Qualcomm SDM730 Snapdragon 730G (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,6.47,60,"AMOLED, HDR10, 430 nits (typ)",1080,2340,64,1.9,1,0.0,5260,30,204.0,9.7,1
apple_galaxy_z_fold8,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
apple_galaxy_z_fold8_ultra,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
apple_galaxy_z_flip8,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
oppo_iphone_18_pro_pre_order,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
