device_id,chipset,cpu,gpu,screen_size_inch,refresh_rate_hz,display_type,resolution_width,resolution_height,main_camera_mp,main_camera_aperture,has_ois,optical_zoom_x,battery_mah,charging_w,weight_g,thickness_mm,has_5g
tecno_spark_40_pro__13986,Mediatek Helio G200 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2 (1.1GHz),6.78,144,"AMOLED, 1B colors, 144Hz, 1600 nits (HBM), 4500 nits (peak)",1224,2720,50,1.6,0,0.0,5200,45,160.4,6.5,1
tecno_camon_40_pro_5g_13695,Mediatek Dimensity 7300 (4 nm),Octa-core (4x2.5 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G615 MC2,6.78,144,"AMOLED, 144Hz",1080,2436,50,1.9,1,0.0,5200,45,179.0,7.3,1
tecno_spark_50_5g_14566,Mediatek Dimensity 6400 (6 nm),Octa-core (2x2.5 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.78,120,"IPS LCD, 120Hz",720,1576,50,1.9,0,0.0,6500,45,210.0,8.2,1
tecno_spark_go_3_14420,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.74,120,"IPS LCD, 120Hz",720,1600,13,1.8,0,0.0,5000,15,190.0,8.1,0
nubia_nubia_neo_5,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
nubia_nubia_neo_5_gt,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
nubia_zte_nubia_z60s_pro,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
nubia_nubia_neo_5_max,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
nubia_nubia_neo_5_gt_special_edition,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
nubia_nubia_neo_3_gt,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,33,188.0,7.9,1
nubia_nubia_v80_max,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
nubia_nubia_neo_3,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
nubia_nubia_v80_design,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
nubia_nubia_air,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
nubia_nubia_v70_max,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
asus_asus_zenfone_max_pro_m2,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
sony_xperia_1_viii_5g_14660,Qualcomm SM8850-AC Snapdragon 8 Elite Gen 5 (3 nm),Octa-core (2x4.6 GHz Oryon V3 Phoenix L + 6x3.62 GHz Oryon V3 Phoenix M),Adreno 840,6.5,120,"LTPO OLED, 1B colors, 120Hz, HDR BT.2020",1080,2340,48,1.9,1,2.9,5000,30,200.0,8.3,1
sony_xperia_1_vii_5g_13843,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,6.5,120,"LTPO OLED, 1B colors, 120Hz, HDR BT.2020",1080,2340,48,1.9,1,3.0,5000,30,197.0,8.2,1
sony_xperia_10_vii_5g_14137,Qualcomm SM6475-AB Snapdragon 6 Gen 3 (4 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,6.1,120,"OLED, 1B colors, 120Hz, HDR",1080,2340,50,1.9,1,0.0,5000,18,168.0,8.3,1
nothing_phone__4b__5g_14781,Qualcomm Snapdragon 6 Gen 4 (4 nm),Octa-core (1x2.3 GHz Cortex-A720s & 3x2.2 GHz Cortex-A720s & 4x1.8 GHz Cortex-A520s),Adreno 810,6.77,120,"AMOLED, 120Hz, 480Hz PWM, 600 nits (typ), 1200 nits (HBM), 2000 nits (peak)",1080,2344,50,1.8,1,0.0,5200,33,210.0,8.6,1
huawei_mate_x7_5g_14314,Kirin 9030 Pro (6 nm),9-core (1x2.75 GHz & 4x2.27 GHz & 4x1.72 GHz),Maleoon 935,8.0,120,"Foldable LTPO OLED, 1B colors, 120Hz, 1440Hz PWM, HDR Vivid, 2500 nits (peak)",2210,2416,50,1.5,1,3.5,5600,66,236.0,4.5,1
huawei_p30_lite_9545,Kirin 710 (12 nm),Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G51 MP4,6.15,60,IPS LCD,1080,2312,48,1.8,1,0.0,3340,18,159.0,7.4,1
huawei_p30_pro_9635,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,6.47,60,"OLED, HDR10",1080,2340,40,1.6,1,5.0,4200,40,192.0,8.4,1
huawei_p30_9530,Kirin 980 (7 nm),Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),Mali-G76 MP10,6.1,60,"OLED, HDR10",1080,2340,40,1.8,1,3.0,3650,5,165.0,7.6,1
meizu_meizu_mblu_note_21_pro_nfc,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
meizu_lucky_08_13365,Qualcomm SM7435-AB Snapdragon 7s Gen 2 (4 nm),Octa-core (4x2.40 GHz Cortex-A78 & 4x1.95 GHz Cortex-A55),Adreno 710,6.78,144,"LTPO AMOLED, 1B colors, 144Hz, HDR, 800 nits (typ), 5000 nits (peak)",1264,2780,108,1.7,0,0.0,6000,45,202.0,8.6,1
meizu_mblu_22_pro_13700,Mediatek Helio G81 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,6.79,120,"TFT LCD, 120Hz, 400 nits (HBM)",720,1640,50,1.8,0,0.0,5000,18,212.0,8.5,0
meizu_mblu_22_13699,Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),IMG8322,6.79,90,"IPS LCD, 90Hz",720,1640,13,1.8,0,0.0,5000,10,200.0,8.9,0
meizu_mblu_21_13530,Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.79,90,"IPS LCD, 90Hz",720,1640,13,1.8,0,0.0,4900,18,190.0,8.0,0
nokia_220_4g__2024__13167,Unisoc T107 (22 nm),1.0 GHz Cortex-A7,Adreno / Mali GPU,2.8,60,TFT LCD,240,320,50,1.8,0,0.0,1450,18,190.0,11.6,0
nokia_nokia_hmd_105,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
nokia_3210_12990,Unisoc T107 (22 nm),1.0 GHz Cortex-A7,Adreno / Mali GPU,2.4,60,TFT,240,320,2,1.8,0,0.0,1450,18,190.0,13.1,0
nokia_105__2024__13188,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,2.0,60,"TFT LCD, 65K colors",120,160,50,1.8,0,0.0,1000,18,77.5,14.0,0
nokia_110_4g__2024__13471,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,2.0,60,"TFT LCD, 65K colors",240,320,12,1.8,0,0.0,1000,18,190.0,8.0,0
nokia_7_2_9833,Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,6.3,60,"IPS LCD, HDR10",1080,2280,48,1.8,0,0.0,3500,10,180.0,8.3,1
nokia_3_2_9604,Qualcomm SDM429 Snapdragon 429 (12 nm),Quad-core 1.8 GHz Cortex-A53,Adreno 504,6.26,60,IPS LCD,720,1520,13,2.2,0,0.0,4000,10,181.0,8.6,0
masstel_tr_em_masstel_alfa_5,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_15,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_t5_plus,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_fami_8,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_t8,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_s8,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_izi_22,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
masstel_masstel_fami_25,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
itel_p55_5g_12604,Mediatek Dimensity 6080 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.6,90,"IPS LCD, 90Hz",720,1612,50,1.8,0,0.0,5000,18,190.0,8.0,1
tcl_tcl_40_nxt_paper,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
tcl_406_12147,MediaTek Dimensity / Helio,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,6.6,60,"IPS LCD, 400 nits (typ)",720,1612,13,2.2,0,0.0,5000,10,190.0,9.0,0
tcl_tcl_40se,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
tcl_408_12060,Mediatek MT6762G Helio G25 (12 nm),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53),PowerVR GE8320,6.6,60,"IPS LCD, 400 nits (typ)",720,1612,50,1.8,0,0.0,5000,10,190.0,9.0,0
apple_iphone_16_pro_max_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_15_pro_max_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_15_plus_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_14_pro_max_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_14_plus_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
apple_iphone_13_pro_max_c_tr_y_x_c,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
oppo_find_n5_13659,Qualcomm SM8750-3-AB Snapdragon 8 Elite (3 nm),7-core (2x4.32 GHz Oryon V2 Phoenix L + 5x3.53 GHz Oryon V2 Phoenix M),Adreno 830,8.12,120,"Foldable LTPO OLED, 1B colors, Dolby Vision, HDR10+, HDR Vivid, 120Hz, 1400 nits (HBM), 2100 nits (peak)",2248,2480,50,1.9,1,3.0,5600,80,229.0,4.2,1
apple_iphone_14_pro_max_c_tr_y_x_c,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_15_pro_max_c_tr_y_x_c,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_13_pro_max_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
apple_iphone_16_pro_max_c_tr_y_x_c,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_16_pro_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_12_pro_max_c_p,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
apple_iphone_duo,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_air_apple_vi_t_nam,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_17_apple_vi_t_nam,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_17_pro_apple_vi_t_nam,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_17_pro_max_apple_vi_t_nam,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_17e_apple_vi_t_nam,Apple A-Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
apple_iphone_16_pro_13315,Apple A18 Pro (3 nm),Hexa-core (2x4.05 GHz + 4x2.42 GHz),Apple GPU (6-core graphics),6.3,120,"LTPO Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",1206,2622,48,1.8,1,5.0,3582,25,199.0,8.3,1
apple_iphone_16_plus_13316,Apple A18 (3 nm),Hexa-core (2x4.04 GHz + 4x2.20 GHz),Apple GPU (5-core graphics),6.7,60,"Super Retina XDR OLED, HDR10, Dolby Vision, 1000 nits (typ), 2000 nits (HBM)",1290,2796,48,1.6,1,3.0,4674,25,199.0,7.8,1
samsung_galaxy_s26_series,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
xiaomi_poco_m7_pro_5g_13570,Mediatek Dimensity 7025 Ultra (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,6.67,120,"AMOLED, 120Hz, 960Hz PWM, HDR10+, 2100 nits (peak), Dolby Vision (India only)",1080,2400,50,1.5,1,0.0,5110,45,190.0,8.0,1
xiaomi_redmi_15c_5g_14039,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.9,120,"IPS LCD, 120Hz, 810 nits (HBM)",720,1600,50,1.8,0,0.0,6000,33,211.0,8.2,1
xiaomi_15_13472,Qualcomm SM8750-AB Snapdragon 8 Elite (3 nm),Octa-core (2x4.32 GHz Oryon V2 Phoenix L + 6x3.53 GHz Oryon V2 Phoenix M),Adreno 830,6.36,120,"LTPO AMOLED, 68B colors, 1920Hz PWM, 120Hz, Dolby Vision, HDR10+, 3200 nits (peak)",1200,2670,50,1.6,1,2.6,5240,90,192.0,8.0,1
xiaomi_redmi_a7_14623,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.88,120,"IPS LCD, 120Hz, 600 nits (peak)",720,1640,13,2.2,0,0.0,5200,15,193.0,8.3,0
xiaomi_redmi_17c_5g_14866,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.9,120,"IPS LCD, 120Hz",720,1600,50,1.8,0,0.0,6000,33,211.0,8.1,1
xiaomi_poco_m7_14071,Qualcomm SM6225 Snapdragon 685 (6 nm),Octa-core (4x2.8 GHz Cortex-A73 & 4x1.9 GHz Cortex-A53),Adreno 610,6.9,144,"IPS LCD, 144Hz, 700 nits (typ), 850 nits (HBM)",1080,2340,50,1.8,0,0.0,7000,33,224.0,8.6,1
xiaomi_redmi_note_14_4g__global__13616,Mediatek Helio G99 Ultra (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.67,120,"AMOLED, 120Hz, 960Hz PWM, 1200 nits (HBM), 1800 nits (peak)",1080,2400,108,1.7,0,0.0,5500,33,196.5,8.2,1
xiaomi_redmi_17_5g_14869,Qualcomm Snapdragon 4 Gen 5 (4 nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Adreno 613,6.9,120,"IPS LCD, 120Hz, 825 nits (HBM)",720,1600,50,1.8,0,0.0,7500,45,232.0,8.8,1
oppo_a6_pro_5g__india__14399,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.75,120,"IPS LCD, 120Hz, 1125 nits (peak)",720,1570,50,1.8,1,0.0,7000,80,216.0,8.6,1
oppo_a5_4g_13871,Qualcomm SM-6115 Snapdragon 6s 4G Gen1 (11 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Adreno 610,6.67,90,"IPS LCD, 90Hz, 1000 nits (HBM)",720,1604,50,1.8,0,0.0,6000,45,193.0,8.0,1
oppo_reno14_f_5g_13977,Qualcomm SM6450 Snapdragon 6 Gen 1 (4 nm),Octa-core (4x2.2 GHz Cortex-A78 & 4x1.8 GHz Cortex-A55),Adreno 710,6.57,120,"AMOLED, 1B colors, 120Hz, 600 nits (typ), 1400 nits (HBM)",1080,2372,50,1.8,1,0.0,6000,45,180.0,7.7,1
oppo_a79_12636,Mediatek Dimensity 6020 (7 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.72,90,"IPS LCD, 90Hz, 680 nits (peak)",1080,2400,50,1.8,0,0.0,5000,33,193.0,8.0,1
oppo_a58_4g_12436,Mediatek MT6769 Helio G85 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),Mali-G52 MC2,6.72,60,"IPS LCD, 550 nits (typ), 680 nits (HBM)",1080,2400,50,1.8,0,0.0,5000,33,192.0,8.0,1
oppo_a3_4g_13275,Qualcomm SM-6115 Snapdragon 6s 4G Gen1 (11 nm),Octa-core (4x2.1 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53),Adreno 610,6.67,90,"IPS LCD, 90Hz, 1000 nits (HBM)",720,1604,50,1.8,0,0.0,5100,45,186.0,7.7,1
honor_400_lite_13742,Mediatek Dimensity 7025 Ultra (6 nm),Octa-core (2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),IMG BXM-8-256,6.7,120,"AMOLED, 120Hz, 3840Hz PWM, 3500 nits (peak)",1080,2412,108,1.8,1,0.0,5230,35,171.0,7.3,1
honor_x6b_5g_14195,Qualcomm SM4450 Snapdragon 4 Gen 2 (4 nm),Octa-core (2x2.2 GHz Cortex-A78 & 6x1.95 GHz Cortex-A55),Adreno 613,6.77,120,"TFT LCD, 120Hz, 850 nits (peak)",720,1610,50,1.8,0,0.0,5200,35,191.0,8.1,1
tecno_pova_7_13974,Mediatek Helio G100 Ultimate (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.78,120,"AMOLED, 120Hz",1080,2460,108,1.8,0,0.0,7000,45,190.0,9.3,1
tecno_spark_go_2_13975,Unisoc T7250 (12 nm),Octa-core (2x1.8 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.67,120,"IPS LCD, 120Hz",720,1600,13,1.8,0,0.0,5000,15,190.0,8.3,0
tecno_spark_40_5g_14568,Mediatek Dimensity 6400 (6 nm),Octa-core (2x2.5 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.75,120,"IPS LCD, 120Hz",720,1600,50,1.8,0,0.0,6000,18,194.0,8.0,1
tecno_spark_30_5g_13384,Mediatek Dimensity 6300 (6 nm),Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.67,120,"IPS LCD, 120Hz",720,1600,108,1.9,0,0.0,5000,18,190.0,7.8,1
tecno_pova_6_12910,Mediatek Helio G99 Ultimate (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.78,120,"AMOLED, 1B colors, 120Hz, 1300 nits (peak)",1080,2460,108,1.8,0,0.0,6000,70,195.0,7.9,1
tecno_camon_30s_13426,Mediatek Helio G100 (6 nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6.78,120,"AMOLED, 120Hz, 1300 nits (HBM)",1080,2436,50,1.9,1,0.0,5000,33,190.0,7.6,0
nubia_gaming_redmagic_11_pro,Snapdragon 8 Gen Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
nubia_gaming_redmagic_11_air,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,0.0,5000,67,188.0,7.9,1
nubia_gaming_redmagic_11s_pro,Snapdragon 8 Gen Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
nubia_redmagic_10s_pro,Snapdragon 8 Gen Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
nubia_gaming_redmagic_10s_pro,Snapdragon 8 Gen Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
nubia_redmagic_10_pro_b_n_qu_c_t,Snapdragon 8 Gen Series,Octa-core,Adreno / Mali GPU,6.67,120,AMOLED,1080,2400,50,1.8,1,3.0,5000,67,188.0,7.9,1
viettel_hera_s9_2_8_inch,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
htc_wildfire_e5_plus_13719,Unisoc T606 (12 nm),Octa-core (2x1.6 GHz Cortex-A75 & 6x1.6 GHz Cortex-A55),Mali-G57 MP1,6.75,90,"IPS LCD, 90Hz",720,1600,50,1.8,0,0.0,5000,18,218.0,9.5,0
inoi_inoi_a72,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
inoi_inoi_a83,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
inoi_inoi_note_13s,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
inoi_inoi_288s,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
inoi_inoi_a54,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
benco_benco_v91,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
nubia_nubia_v70_design,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
nubia_nubia_neo_2,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,33,188.0,7.9,1
nubia_nubia_v60_design,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
masstel_masstel_fami_12s,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
tcl_503_13439,Unisoc SC9863A (28 nm),Octa-core (4x1.6 GHz Cortex-A55 & 4x1.2 GHz Cortex-A55),PowerVR GE8322,6.6,60,"IPS LCD, 350 nits (typ)",720,1612,8,2.0,0,0.0,5000,10,185.5,8.9,0
tcl_505_12823,Mediatek Helio G36 (12 nm),Octa-core (4x2.2 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),PowerVR GE8320,6.75,90,"IPS LCD, 90Hz, 400 nits (typ)",720,1600,50,1.8,0,0.0,5010,10,190.0,8.3,0
mobell_mobell_m539,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
mobell_mobell_f209,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
mobell_mobell_f309,Unisoc T107 4G,Single-core 1.0 GHz,Feature GPU,2.4,60,TFT LCD,240,320,2,2.8,0,0.0,1800,5,110.0,14.0,0
nubia_zte_blade_a72,MediaTek Dimensity / Helio,Octa-core,Adreno / Mali GPU,6.67,90,IPS LCD,1080,2400,50,1.8,0,0.0,5000,18,188.0,7.9,0
